2460452.016929426,19.145093970624444,0.0020827308392698525,19.289249493437808,276668.7626426863,521.2867546440212,F350LP,257.284204838711,253.36104792492702,6.0,279.62066218521613,-14.984152277565743,0.23772000000000001
2460452.0206680563,19.14722112201514,0.002084401907181466,19.291376644828503,276127.2338725512,520.8688383269073,F350LP,261.32279049183984,254.80593916709557,6.0,279.62060020882853,-14.984147181296702,0.23772000000000001
2460452.024406851,19.144797812127642,0.002081699838584497,19.288953334941006,276744.2245880404,521.5449316354121,F350LP,259.8183090005114,257.26733720043796,6.0,279.6205439867725,-14.984142875088535,0.23772000000000001
2460452.028145623,19.141670062690437,0.0020783038202086806,19.2858255855038,277542.60872794985,522.3971536033581,F350LP,255.8044988575019,255.76870858225743,6.0,279.6204878802463,-14.984138776083066,0.23772000000000001
2460452.0318841897,19.143292162130827,0.002080786377445258,19.28744768494419,277128.267221153,521.7738888376412,F350LP,257.3016155122478,253.3016331811977,6.0,279.6204318447336,-14.984134860132803,0.23772000000000001
2460452.0356227304,19.13707923205527,0.0020739346769983497,19.281234754868635,278718.62980891083,523.4976839151738,F350LP,261.33558218829967,254.7990935535568,6.0,279.6203758971101,-14.984130514031017,0.23772000000000001
2460452.0393614345,19.139517691278677,0.002076845638869003,19.28367321409204,278093.3569534278,522.7639356920356,F350LP,259.8516827918543,257.2950029909239,6.0,279.62032013258755,-14.984126217500767,0.23772000000000001
2460452.043099936,19.141666331694545,0.0020832689662763017,19.28582185450791,277543.54656855395,521.1521016129825,F350LP,255.82267886406373,255.80396581754664,6.0,279.6202639905419,-14.984122301215747,0.23772000000000001
2460770.4606213258,19.171839556104707,0.002203671907489166,19.31599507891807,247246.26519824538,492.67769685235584,F350LP,256.17473009492085,253.78775683018978,6.0,281.30908460160543,-15.000512498645282,0.23772000000000001
2460770.464128779,19.17978790725683,0.002211576061295218,19.323943430070194,245442.85813920124,490.91687100472404,F350LP,260.14873563168055,255.23867827521332,6.0,281.30909173395816,-15.000499432497875,0.23772000000000001
2460770.4676362164,19.1838771867695,0.002216223390524692,19.328032709582864,244520.16927946458,489.88743853252095,F350LP,258.6528545510139,257.7243013285872,6.0,281.3090989792563,-15.00048753859117,0.23772000000000001
2460770.471143439,19.188494513992644,0.0022212265726873604,19.332650036806008,243482.48863309837,488.78399590117516,F350LP,254.67113645521604,256.25112210945696,6.0,281.30910648654424,-15.000475679084275,0.23772000000000001
2460761.149221252,19.113272552395976,0.002147076686555479,19.25742807520934,260955.5789444874,505.6642861423694,F350LP,258.2824811118436,251.40906762998137,6.0,281.27250566960817,-15.033110839791894,0.23772000000000001
2460761.152728612,19.11638868146595,0.0021488378397861887,19.260544204279313,260207.69428152667,505.2498517561605,F350LP,262.3677057099727,252.88968543528512,6.0,281.27252869139454,-15.033096029665144,0.23772000000000001
2460761.156235764,19.115771424438357,0.002148524427046215,19.25992694725172,260355.66824784098,505.32355431146635,F350LP,260.8475626561282,255.31973484427866,6.0,281.27254862130445,-15.033083027327939,0.23772000000000001
2460761.1597429025,19.11656468944286,0.0021492977386131087,19.260720212256224,260165.5007092364,505.1417402507373,F350LP,256.82393784622843,253.8342416425355,6.0,281.2725690833135,-15.033070498376903,0.23772000000000001
2460764.2324064514,19.22262914186677,0.0022573948853540997,19.366784664680132,235950.3505517664,480.9526268726771,F350LP,257.8893418174826,251.23239070250887,6.0,281.2885449242302,-15.022040448382771,0.23772000000000001
2460764.235913711,19.23340397965061,0.0022685033748332992,19.377559502463974,233620.36159805232,478.5974806318209,F350LP,261.935635460554,252.73088359293956,6.0,281.28856292258394,-15.022026379459788,0.23772000000000001
2460764.2394211404,19.23306038728868,0.0022683268391436536,19.377215910102045,233694.2914792592,478.63472814608906,F350LP,260.3884107509588,255.15500749497983,6.0,281.2885781698842,-15.022013831253142,0.23772000000000001
2460764.2429283545,19.233519852236192,0.002269718692168465,19.377675375049556,233595.41698413424,478.34121635696357,F350LP,256.43980205495353,253.65973072997897,6.0,281.28859468262607,-15.022000890619603,0.23772000000000001
2460770.475324681,19.200501164574284,0.0022340582984848338,19.344656687387648,240804.76243996812,485.976574888997,F350LP,256.1868655146712,253.72417860089814,6.0,281.30910262692646,-15.000470829305568,0.23772000000000001
2460770.4788320423,19.202524313394576,0.002237951507039301,19.34667983620794,240356.46731615352,485.1311552484564,F350LP,260.25365114594433,255.28312227325233,6.0,281.3091114131142,-15.000457733433102,0.23772000000000001
2460770.4823391885,19.204354157675965,0.0022413533599970467,19.34850968048933,239951.72397920926,484.39483901879294,F350LP,258.7552334972767,257.81227998489203,6.0,281.30911901266114,-15.00044615612482,0.23772000000000001
